"","SPP","SYS_NM","Area","escapement","Year","Enhancement_Rank"
"48991","PKE","COETKWAUS CREEK","27",NA,1950,"NONE"
"48992","PKE","COETKWAUS CREEK","27",NA,1951,"NONE"
"48993","PKE","COETKWAUS CREEK","27",NA,1952,"NONE"
"48994","PKE","COETKWAUS CREEK","27",NA,1953,"NONE"
"48995","PKE","COETKWAUS CREEK","27",NA,1954,"NONE"
"48996","PKE","COETKWAUS CREEK","27",NA,1955,"NONE"
"48997","PKE","COETKWAUS CREEK","27",NA,1956,"NONE"
"48998","PKE","COETKWAUS CREEK","27",NA,1957,"NONE"
"48999","PKE","COETKWAUS CREEK","27",NA,1958,"NONE"
"49000","PKE","COETKWAUS CREEK","27",NA,1959,"NONE"
"49001","PKE","COETKWAUS CREEK","27",NA,1960,"NONE"
"49002","PKE","COETKWAUS CREEK","27",NA,1961,"NONE"
"49003","PKE","COETKWAUS CREEK","27",NA,1962,"NONE"
"49004","PKE","COETKWAUS CREEK","27",NA,1963,"NONE"
"49005","PKE","COETKWAUS CREEK","27",NA,1964,"NONE"
"49006","PKE","COETKWAUS CREEK","27",NA,1965,"NONE"
"49007","PKE","COETKWAUS CREEK","27",NA,1966,"NONE"
"49008","PKE","COETKWAUS CREEK","27",NA,1967,"NONE"
"49009","PKE","COETKWAUS CREEK","27",NA,1968,"NONE"
"49010","PKE","COETKWAUS CREEK","27",NA,1969,"NONE"
"49011","PKE","COETKWAUS CREEK","27",NA,1970,"NONE"
"49012","PKE","COETKWAUS CREEK","27",NA,1971,"NONE"
"49013","PKE","COETKWAUS CREEK","27",NA,1972,"NONE"
"49014","PKE","COETKWAUS CREEK","27",NA,1973,"NONE"
"49015","PKE","COETKWAUS CREEK","27",NA,1974,"NONE"
"49016","PKE","COETKWAUS CREEK","27",NA,1975,"NONE"
"49017","PKE","COETKWAUS CREEK","27",NA,1976,"NONE"
"49018","PKE","COETKWAUS CREEK","27",NA,1977,"NONE"
"49019","PKE","COETKWAUS CREEK","27",25,1978,"NONE"
"49020","PKE","COETKWAUS CREEK","27",NA,1979,"NONE"
"49021","PKE","COETKWAUS CREEK","27",NA,1980,"NONE"
"49022","PKE","COETKWAUS CREEK","27",NA,1981,"NONE"
"49023","PKE","COETKWAUS CREEK","27",NA,1982,"NONE"
"49024","PKE","COETKWAUS CREEK","27",NA,1983,"NONE"
"49025","PKE","COETKWAUS CREEK","27",NA,1984,"NONE"
"49026","PKE","COETKWAUS CREEK","27",NA,1985,"NONE"
"49027","PKE","COETKWAUS CREEK","27",15,1986,"NONE"
"49028","PKE","COETKWAUS CREEK","27",NA,1987,"NONE"
"49029","PKE","COETKWAUS CREEK","27",0,1988,"NONE"
"49030","PKE","COETKWAUS CREEK","27",NA,1989,"NONE"
"49031","PKE","COETKWAUS CREEK","27",75,1990,"NONE"
"49032","PKE","COETKWAUS CREEK","27",NA,1991,"NONE"
"49033","PKE","COETKWAUS CREEK","27",15,1992,"NONE"
"49034","PKE","COETKWAUS CREEK","27",NA,1993,"NONE"
"49035","PKE","COETKWAUS CREEK","27",NA,1994,"NONE"
"49036","PKE","COETKWAUS CREEK","27",NA,1995,"NONE"
"49037","PKE","COETKWAUS CREEK","27",0,1996,"NONE"
"49038","PKE","COETKWAUS CREEK","27",NA,1997,"NONE"
"49039","PKE","COETKWAUS CREEK","27",NA,1998,"NONE"
"49040","PKE","COETKWAUS CREEK","27",NA,1999,"NONE"
"49041","PKE","COETKWAUS CREEK","27",NA,2000,"NONE"
"49042","PKE","COETKWAUS CREEK","27",NA,2001,"NONE"
"49043","PKE","COETKWAUS CREEK","27",NA,2002,"NONE"
"49044","PKE","COETKWAUS CREEK","27",NA,2003,"NONE"
"49045","PKE","COETKWAUS CREEK","27",NA,2004,"NONE"
"49046","PKE","COETKWAUS CREEK","27",NA,2005,"NONE"
"49047","PKE","COETKWAUS CREEK","27",NA,2006,"NONE"
"49048","PKE","COETKWAUS CREEK","27",NA,2007,"NONE"
"49049","PKE","COETKWAUS CREEK","27",NA,2008,"NONE"
"49050","PKE","COETKWAUS CREEK","27",NA,2009,"NONE"
"49051","PKE","COETKWAUS CREEK","27",NA,2010,"NONE"
"49052","PKE","COETKWAUS CREEK","27",NA,2011,"NONE"
"49053","PKE","COETKWAUS CREEK","27",NA,2012,"NONE"
"49054","PKE","COETKWAUS CREEK","27",NA,2013,"NONE"
"49055","PKE","COETKWAUS CREEK","27",NA,2014,"NONE"
"49056","PKE","COETKWAUS CREEK","27",NA,2015,"NONE"
"49057","PKE","COETKWAUS CREEK","27",NA,2016,"NONE"
"49058","PKE","COETKWAUS CREEK","27",NA,2017,"NONE"
"49059","PKE","COETKWAUS CREEK","27",NA,2018,"NONE"
"49060","PKE","JORDAN RIVER","20",NA,1950,"NONE"
"49061","PKE","JORDAN RIVER","20",NA,1951,"NONE"
"49062","PKE","JORDAN RIVER","20",NA,1952,"NONE"
"49063","PKE","JORDAN RIVER","20",NA,1953,"NONE"
"49064","PKE","JORDAN RIVER","20",NA,1954,"NONE"
"49065","PKE","JORDAN RIVER","20",NA,1955,"NONE"
"49066","PKE","JORDAN RIVER","20",NA,1956,"NONE"
"49067","PKE","JORDAN RIVER","20",NA,1957,"NONE"
"49068","PKE","JORDAN RIVER","20",400,1958,"NONE"
"49069","PKE","JORDAN RIVER","20",NA,1959,"NONE"
"49070","PKE","JORDAN RIVER","20",1500,1960,"NONE"
"49071","PKE","JORDAN RIVER","20",NA,1961,"NONE"
"49072","PKE","JORDAN RIVER","20",7500,1962,"NONE"
"49073","PKE","JORDAN RIVER","20",NA,1963,"NONE"
"49074","PKE","JORDAN RIVER","20",3500,1964,"NONE"
"49075","PKE","JORDAN RIVER","20",NA,1965,"NONE"
"49076","PKE","JORDAN RIVER","20",5000,1966,"NONE"
"49077","PKE","JORDAN RIVER","20",NA,1967,"NONE"
"49078","PKE","JORDAN RIVER","20",400,1968,"NONE"
"49079","PKE","JORDAN RIVER","20",NA,1969,"NONE"
"49080","PKE","JORDAN RIVER","20",1500,1970,"NONE"
"49081","PKE","JORDAN RIVER","20",NA,1971,"NONE"
"49082","PKE","JORDAN RIVER","20",0,1972,"NONE"
"49083","PKE","JORDAN RIVER","20",NA,1973,"NONE"
"49084","PKE","JORDAN RIVER","20",NA,1974,"NONE"
"49085","PKE","JORDAN RIVER","20",NA,1975,"NONE"
"49086","PKE","JORDAN RIVER","20",NA,1976,"NONE"
"49087","PKE","JORDAN RIVER","20",NA,1977,"NONE"
"49088","PKE","JORDAN RIVER","20",NA,1978,"NONE"
"49089","PKE","JORDAN RIVER","20",NA,1979,"NONE"
"49090","PKE","JORDAN RIVER","20",NA,1980,"NONE"
"49091","PKE","JORDAN RIVER","20",NA,1981,"NONE"
"49092","PKE","JORDAN RIVER","20",NA,1982,"NONE"
"49093","PKE","JORDAN RIVER","20",NA,1983,"NONE"
"49094","PKE","JORDAN RIVER","20",NA,1984,"NONE"
"49095","PKE","JORDAN RIVER","20",NA,1985,"NONE"
"49096","PKE","JORDAN RIVER","20",NA,1986,"NONE"
"49097","PKE","JORDAN RIVER","20",NA,1987,"NONE"
"49098","PKE","JORDAN RIVER","20",NA,1988,"NONE"
"49099","PKE","JORDAN RIVER","20",NA,1989,"NONE"
"49100","PKE","JORDAN RIVER","20",NA,1990,"NONE"
"49101","PKE","JORDAN RIVER","20",NA,1991,"NONE"
"49102","PKE","JORDAN RIVER","20",NA,1992,"NONE"
"49103","PKE","JORDAN RIVER","20",NA,1993,"NONE"
"49104","PKE","JORDAN RIVER","20",NA,1994,"NONE"
"49105","PKE","JORDAN RIVER","20",NA,1995,"NONE"
"49106","PKE","JORDAN RIVER","20",NA,1996,"NONE"
"49107","PKE","JORDAN RIVER","20",NA,1997,"NONE"
"49108","PKE","JORDAN RIVER","20",NA,1998,"NONE"
"49109","PKE","JORDAN RIVER","20",NA,1999,"NONE"
"49110","PKE","JORDAN RIVER","20",NA,2000,"NONE"
"49111","PKE","JORDAN RIVER","20",NA,2001,"NONE"
"49112","PKE","JORDAN RIVER","20",NA,2002,"NONE"
"49113","PKE","JORDAN RIVER","20",NA,2003,"NONE"
"49114","PKE","JORDAN RIVER","20",NA,2004,"NONE"
"49115","PKE","JORDAN RIVER","20",NA,2005,"NONE"
"49116","PKE","JORDAN RIVER","20",NA,2006,"NONE"
"49117","PKE","JORDAN RIVER","20",NA,2007,"NONE"
"49118","PKE","JORDAN RIVER","20",NA,2008,"NONE"
"49119","PKE","JORDAN RIVER","20",NA,2009,"NONE"
"49120","PKE","JORDAN RIVER","20",NA,2010,"NONE"
"49121","PKE","JORDAN RIVER","20",NA,2011,"NONE"
"49122","PKE","JORDAN RIVER","20",NA,2012,"NONE"
"49123","PKE","JORDAN RIVER","20",NA,2013,"NONE"
"49124","PKE","JORDAN RIVER","20",NA,2014,"NONE"
"49125","PKE","JORDAN RIVER","20",NA,2015,"NONE"
"49126","PKE","JORDAN RIVER","20",NA,2016,"NONE"
"49127","PKE","JORDAN RIVER","20",NA,2017,"NONE"
"49128","PKE","JORDAN RIVER","20",NA,2018,"NONE"
"49129","PKE","SAN JUAN RIVER","20",NA,1950,"LOW"
"49130","PKE","SAN JUAN RIVER","20",NA,1951,"LOW"
"49131","PKE","SAN JUAN RIVER","20",NA,1952,"LOW"
"49132","PKE","SAN JUAN RIVER","20",NA,1953,"LOW"
"49133","PKE","SAN JUAN RIVER","20",1500,1954,"LOW"
"49134","PKE","SAN JUAN RIVER","20",NA,1955,"LOW"
"49135","PKE","SAN JUAN RIVER","20",1500,1956,"LOW"
"49136","PKE","SAN JUAN RIVER","20",NA,1957,"LOW"
"49137","PKE","SAN JUAN RIVER","20",750,1958,"LOW"
"49138","PKE","SAN JUAN RIVER","20",NA,1959,"LOW"
"49139","PKE","SAN JUAN RIVER","20",400,1960,"LOW"
"49140","PKE","SAN JUAN RIVER","20",NA,1961,"LOW"
"49141","PKE","SAN JUAN RIVER","20",400,1962,"LOW"
"49142","PKE","SAN JUAN RIVER","20",NA,1963,"LOW"
"49143","PKE","SAN JUAN RIVER","20",25,1964,"LOW"
"49144","PKE","SAN JUAN RIVER","20",NA,1965,"LOW"
"49145","PKE","SAN JUAN RIVER","20",NA,1966,"LOW"
"49146","PKE","SAN JUAN RIVER","20",NA,1967,"LOW"
"49147","PKE","SAN JUAN RIVER","20",NA,1968,"LOW"
"49148","PKE","SAN JUAN RIVER","20",NA,1969,"LOW"
"49149","PKE","SAN JUAN RIVER","20",NA,1970,"LOW"
"49150","PKE","SAN JUAN RIVER","20",NA,1971,"LOW"
"49151","PKE","SAN JUAN RIVER","20",NA,1972,"LOW"
"49152","PKE","SAN JUAN RIVER","20",NA,1973,"LOW"
"49153","PKE","SAN JUAN RIVER","20",75,1974,"LOW"
"49154","PKE","SAN JUAN RIVER","20",NA,1975,"LOW"
"49155","PKE","SAN JUAN RIVER","20",75,1976,"LOW"
"49156","PKE","SAN JUAN RIVER","20",NA,1977,"LOW"
"49157","PKE","SAN JUAN RIVER","20",NA,1978,"LOW"
"49158","PKE","SAN JUAN RIVER","20",NA,1979,"LOW"
"49159","PKE","SAN JUAN RIVER","20",200,1980,"LOW"
"49160","PKE","SAN JUAN RIVER","20",NA,1981,"LOW"
"49161","PKE","SAN JUAN RIVER","20",200,1982,"LOW"
"49162","PKE","SAN JUAN RIVER","20",NA,1983,"LOW"
"49163","PKE","SAN JUAN RIVER","20",200,1984,"LOW"
"49164","PKE","SAN JUAN RIVER","20",NA,1985,"LOW"
"49165","PKE","SAN JUAN RIVER","20",100,1986,"LOW"
"49166","PKE","SAN JUAN RIVER","20",NA,1987,"LOW"
"49167","PKE","SAN JUAN RIVER","20",80,1988,"LOW"
"49168","PKE","SAN JUAN RIVER","20",NA,1989,"LOW"
"49169","PKE","SAN JUAN RIVER","20",300,1990,"LOW"
"49170","PKE","SAN JUAN RIVER","20",NA,1991,"LOW"
"49171","PKE","SAN JUAN RIVER","20",6,1992,"LOW"
"49172","PKE","SAN JUAN RIVER","20",NA,1993,"LOW"
"49173","PKE","SAN JUAN RIVER","20",5,1994,"LOW"
"49174","PKE","SAN JUAN RIVER","20",NA,1995,"LOW"
"49175","PKE","SAN JUAN RIVER","20",0,1996,"LOW"
"49176","PKE","SAN JUAN RIVER","20",NA,1997,"LOW"
"49177","PKE","SAN JUAN RIVER","20",100,1998,"LOW"
"49178","PKE","SAN JUAN RIVER","20",NA,1999,"LOW"
"49179","PKE","SAN JUAN RIVER","20",100,2000,"LOW"
"49180","PKE","SAN JUAN RIVER","20",NA,2001,"LOW"
"49181","PKE","SAN JUAN RIVER","20",2,2002,"LOW"
"49182","PKE","SAN JUAN RIVER","20",NA,2003,"LOW"
"49183","PKE","SAN JUAN RIVER","20",NA,2004,"LOW"
"49184","PKE","SAN JUAN RIVER","20",NA,2005,"LOW"
"49185","PKE","SAN JUAN RIVER","20",2,2006,"LOW"
"49186","PKE","SAN JUAN RIVER","20",NA,2007,"LOW"
"49187","PKE","SAN JUAN RIVER","20",0,2008,"LOW"
"49188","PKE","SAN JUAN RIVER","20",NA,2009,"LOW"
"49189","PKE","SAN JUAN RIVER","20",1,2010,"LOW"
"49190","PKE","SAN JUAN RIVER","20",NA,2011,"LOW"
"49191","PKE","SAN JUAN RIVER","20",34,2012,"LOW"
"49192","PKE","SAN JUAN RIVER","20",NA,2013,"LOW"
"49193","PKE","SAN JUAN RIVER","20",8,2014,"LOW"
"49194","PKE","SAN JUAN RIVER","20",NA,2015,"LOW"
"49195","PKE","SAN JUAN RIVER","20",NA,2016,"LOW"
"49196","PKE","SAN JUAN RIVER","20",NA,2017,"LOW"
"49197","PKE","SAN JUAN RIVER","20",NA,2018,"LOW"
"49198","PKE","GORDON RIVER","20",NA,1950,"NONE"
"49199","PKE","GORDON RIVER","20",NA,1951,"NONE"
"49200","PKE","GORDON RIVER","20",NA,1952,"NONE"
"49201","PKE","GORDON RIVER","20",NA,1953,"NONE"
"49202","PKE","GORDON RIVER","20",1500,1954,"NONE"
"49203","PKE","GORDON RIVER","20",NA,1955,"NONE"
"49204","PKE","GORDON RIVER","20",1500,1956,"NONE"
"49205","PKE","GORDON RIVER","20",NA,1957,"NONE"
"49206","PKE","GORDON RIVER","20",750,1958,"NONE"
"49207","PKE","GORDON RIVER","20",NA,1959,"NONE"
"49208","PKE","GORDON RIVER","20",750,1960,"NONE"
"49209","PKE","GORDON RIVER","20",NA,1961,"NONE"
"49210","PKE","GORDON RIVER","20",750,1962,"NONE"
"49211","PKE","GORDON RIVER","20",NA,1963,"NONE"
"49212","PKE","GORDON RIVER","20",25,1964,"NONE"
"49213","PKE","GORDON RIVER","20",NA,1965,"NONE"
"49214","PKE","GORDON RIVER","20",NA,1966,"NONE"
"49215","PKE","GORDON RIVER","20",NA,1967,"NONE"
"49216","PKE","GORDON RIVER","20",NA,1968,"NONE"
"49217","PKE","GORDON RIVER","20",NA,1969,"NONE"
"49218","PKE","GORDON RIVER","20",NA,1970,"NONE"
"49219","PKE","GORDON RIVER","20",NA,1971,"NONE"
"49220","PKE","GORDON RIVER","20",NA,1972,"NONE"
"49221","PKE","GORDON RIVER","20",NA,1973,"NONE"
"49222","PKE","GORDON RIVER","20",NA,1974,"NONE"
"49223","PKE","GORDON RIVER","20",NA,1975,"NONE"
"49224","PKE","GORDON RIVER","20",0,1976,"NONE"
"49225","PKE","GORDON RIVER","20",NA,1977,"NONE"
"49226","PKE","GORDON RIVER","20",NA,1978,"NONE"
"49227","PKE","GORDON RIVER","20",NA,1979,"NONE"
"49228","PKE","GORDON RIVER","20",100,1980,"NONE"
"49229","PKE","GORDON RIVER","20",NA,1981,"NONE"
"49230","PKE","GORDON RIVER","20",NA,1982,"NONE"
"49231","PKE","GORDON RIVER","20",NA,1983,"NONE"
"49232","PKE","GORDON RIVER","20",NA,1984,"NONE"
"49233","PKE","GORDON RIVER","20",NA,1985,"NONE"
"49234","PKE","GORDON RIVER","20",NA,1986,"NONE"
"49235","PKE","GORDON RIVER","20",NA,1987,"NONE"
"49236","PKE","GORDON RIVER","20",NA,1988,"NONE"
"49237","PKE","GORDON RIVER","20",NA,1989,"NONE"
"49238","PKE","GORDON RIVER","20",NA,1990,"NONE"
"49239","PKE","GORDON RIVER","20",NA,1991,"NONE"
"49240","PKE","GORDON RIVER","20",NA,1992,"NONE"
"49241","PKE","GORDON RIVER","20",NA,1993,"NONE"
"49242","PKE","GORDON RIVER","20",NA,1994,"NONE"
"49243","PKE","GORDON RIVER","20",NA,1995,"NONE"
"49244","PKE","GORDON RIVER","20",0,1996,"NONE"
"49245","PKE","GORDON RIVER","20",NA,1997,"NONE"
"49246","PKE","GORDON RIVER","20",58,1998,"NONE"
"49247","PKE","GORDON RIVER","20",NA,1999,"NONE"
"49248","PKE","GORDON RIVER","20",12,2000,"NONE"
"49249","PKE","GORDON RIVER","20",NA,2001,"NONE"
"49250","PKE","GORDON RIVER","20",20,2002,"NONE"
"49251","PKE","GORDON RIVER","20",NA,2003,"NONE"
"49252","PKE","GORDON RIVER","20",NA,2004,"NONE"
"49253","PKE","GORDON RIVER","20",NA,2005,"NONE"
"49254","PKE","GORDON RIVER","20",NA,2006,"NONE"
"49255","PKE","GORDON RIVER","20",NA,2007,"NONE"
"49256","PKE","GORDON RIVER","20",0,2008,"NONE"
"49257","PKE","GORDON RIVER","20",NA,2009,"NONE"
"49258","PKE","GORDON RIVER","20",NA,2010,"NONE"
"49259","PKE","GORDON RIVER","20",NA,2011,"NONE"
"49260","PKE","GORDON RIVER","20",NA,2012,"NONE"
"49261","PKE","GORDON RIVER","20",NA,2013,"NONE"
"49262","PKE","GORDON RIVER","20",0,2014,"NONE"
"49263","PKE","GORDON RIVER","20",NA,2015,"NONE"
"49264","PKE","GORDON RIVER","20",NA,2016,"NONE"
"49265","PKE","GORDON RIVER","20",NA,2017,"NONE"
"49266","PKE","GORDON RIVER","20",NA,2018,"NONE"
"49267","PKE","NITINAT RIVER","22",NA,1950,"NONE"
"49268","PKE","NITINAT RIVER","22",NA,1951,"NONE"
"49269","PKE","NITINAT RIVER","22",NA,1952,"NONE"
"49270","PKE","NITINAT RIVER","22",NA,1953,"NONE"
"49271","PKE","NITINAT RIVER","22",NA,1954,"NONE"
"49272","PKE","NITINAT RIVER","22",NA,1955,"NONE"
"49273","PKE","NITINAT RIVER","22",NA,1956,"NONE"
"49274","PKE","NITINAT RIVER","22",NA,1957,"NONE"
"49275","PKE","NITINAT RIVER","22",200,1958,"NONE"
"49276","PKE","NITINAT RIVER","22",NA,1959,"NONE"
"49277","PKE","NITINAT RIVER","22",25,1960,"NONE"
"49278","PKE","NITINAT RIVER","22",NA,1961,"NONE"
"49279","PKE","NITINAT RIVER","22",75,1962,"NONE"
"49280","PKE","NITINAT RIVER","22",NA,1963,"NONE"
"49281","PKE","NITINAT RIVER","22",25,1964,"NONE"
"49282","PKE","NITINAT RIVER","22",NA,1965,"NONE"
"49283","PKE","NITINAT RIVER","22",0,1966,"NONE"
"49284","PKE","NITINAT RIVER","22",NA,1967,"NONE"
"49285","PKE","NITINAT RIVER","22",NA,1968,"NONE"
"49286","PKE","NITINAT RIVER","22",NA,1969,"NONE"
"49287","PKE","NITINAT RIVER","22",NA,1970,"NONE"
"49288","PKE","NITINAT RIVER","22",NA,1971,"NONE"
"49289","PKE","NITINAT RIVER","22",NA,1972,"NONE"
"49290","PKE","NITINAT RIVER","22",NA,1973,"NONE"
"49291","PKE","NITINAT RIVER","22",NA,1974,"NONE"
"49292","PKE","NITINAT RIVER","22",NA,1975,"NONE"
"49293","PKE","NITINAT RIVER","22",NA,1976,"NONE"
"49294","PKE","NITINAT RIVER","22",NA,1977,"NONE"
"49295","PKE","NITINAT RIVER","22",NA,1978,"NONE"
"49296","PKE","NITINAT RIVER","22",NA,1979,"NONE"
"49297","PKE","NITINAT RIVER","22",NA,1980,"NONE"
"49298","PKE","NITINAT RIVER","22",NA,1981,"NONE"
"49299","PKE","NITINAT RIVER","22",NA,1982,"NONE"
"49300","PKE","NITINAT RIVER","22",NA,1983,"NONE"
"49301","PKE","NITINAT RIVER","22",2,1984,"NONE"
"49302","PKE","NITINAT RIVER","22",NA,1985,"NONE"
"49303","PKE","NITINAT RIVER","22",NA,1986,"NONE"
"49304","PKE","NITINAT RIVER","22",NA,1987,"NONE"
"49305","PKE","NITINAT RIVER","22",NA,1988,"NONE"
"49306","PKE","NITINAT RIVER","22",NA,1989,"NONE"
"49307","PKE","NITINAT RIVER","22",NA,1990,"NONE"
"49308","PKE","NITINAT RIVER","22",NA,1991,"NONE"
"49309","PKE","NITINAT RIVER","22",NA,1992,"NONE"
"49310","PKE","NITINAT RIVER","22",NA,1993,"NONE"
"49311","PKE","NITINAT RIVER","22",NA,1994,"NONE"
"49312","PKE","NITINAT RIVER","22",NA,1995,"NONE"
"49313","PKE","NITINAT RIVER","22",0,1996,"NONE"
"49314","PKE","NITINAT RIVER","22",NA,1997,"NONE"
"49315","PKE","NITINAT RIVER","22",13,1998,"NONE"
"49316","PKE","NITINAT RIVER","22",NA,1999,"NONE"
"49317","PKE","NITINAT RIVER","22",4,2000,"NONE"
"49318","PKE","NITINAT RIVER","22",NA,2001,"NONE"
"49319","PKE","NITINAT RIVER","22",0,2002,"NONE"
"49320","PKE","NITINAT RIVER","22",NA,2003,"NONE"
"49321","PKE","NITINAT RIVER","22",NA,2004,"NONE"
"49322","PKE","NITINAT RIVER","22",NA,2005,"NONE"
"49323","PKE","NITINAT RIVER","22",0,2006,"NONE"
"49324","PKE","NITINAT RIVER","22",NA,2007,"NONE"
"49325","PKE","NITINAT RIVER","22",2,2008,"NONE"
"49326","PKE","NITINAT RIVER","22",NA,2009,"NONE"
"49327","PKE","NITINAT RIVER","22",NA,2010,"NONE"
"49328","PKE","NITINAT RIVER","22",NA,2011,"NONE"
"49329","PKE","NITINAT RIVER","22",0,2012,"NONE"
"49330","PKE","NITINAT RIVER","22",NA,2013,"NONE"
"49331","PKE","NITINAT RIVER","22",0,2014,"NONE"
"49332","PKE","NITINAT RIVER","22",NA,2015,"NONE"
"49333","PKE","NITINAT RIVER","22",NA,2016,"NONE"
"49334","PKE","NITINAT RIVER","22",NA,2017,"NONE"
"49335","PKE","NITINAT RIVER","22",NA,2018,"NONE"
"49336","PKE","SARITA RIVER","23",NA,1950,"NONE"
"49337","PKE","SARITA RIVER","23",NA,1951,"NONE"
"49338","PKE","SARITA RIVER","23",NA,1952,"NONE"
"49339","PKE","SARITA RIVER","23",NA,1953,"NONE"
"49340","PKE","SARITA RIVER","23",25,1954,"NONE"
"49341","PKE","SARITA RIVER","23",NA,1955,"NONE"
"49342","PKE","SARITA RIVER","23",400,1956,"NONE"
"49343","PKE","SARITA RIVER","23",NA,1957,"NONE"
"49344","PKE","SARITA RIVER","23",750,1958,"NONE"
"49345","PKE","SARITA RIVER","23",NA,1959,"NONE"
"49346","PKE","SARITA RIVER","23",200,1960,"NONE"
"49347","PKE","SARITA RIVER","23",NA,1961,"NONE"
"49348","PKE","SARITA RIVER","23",25,1962,"NONE"
"49349","PKE","SARITA RIVER","23",NA,1963,"NONE"
"49350","PKE","SARITA RIVER","23",NA,1964,"NONE"
"49351","PKE","SARITA RIVER","23",NA,1965,"NONE"
"49352","PKE","SARITA RIVER","23",NA,1966,"NONE"
"49353","PKE","SARITA RIVER","23",NA,1967,"NONE"
"49354","PKE","SARITA RIVER","23",NA,1968,"NONE"
"49355","PKE","SARITA RIVER","23",NA,1969,"NONE"
"49356","PKE","SARITA RIVER","23",NA,1970,"NONE"
"49357","PKE","SARITA RIVER","23",NA,1971,"NONE"
"49358","PKE","SARITA RIVER","23",NA,1972,"NONE"
"49359","PKE","SARITA RIVER","23",NA,1973,"NONE"
"49360","PKE","SARITA RIVER","23",100,1974,"NONE"
"49361","PKE","SARITA RIVER","23",NA,1975,"NONE"
"49362","PKE","SARITA RIVER","23",250,1976,"NONE"
"49363","PKE","SARITA RIVER","23",NA,1977,"NONE"
"49364","PKE","SARITA RIVER","23",40,1978,"NONE"
"49365","PKE","SARITA RIVER","23",NA,1979,"NONE"
"49366","PKE","SARITA RIVER","23",0,1980,"NONE"
"49367","PKE","SARITA RIVER","23",NA,1981,"NONE"
"49368","PKE","SARITA RIVER","23",NA,1982,"NONE"
"49369","PKE","SARITA RIVER","23",NA,1983,"NONE"
"49370","PKE","SARITA RIVER","23",NA,1984,"NONE"
"49371","PKE","SARITA RIVER","23",NA,1985,"NONE"
"49372","PKE","SARITA RIVER","23",12,1986,"NONE"
"49373","PKE","SARITA RIVER","23",NA,1987,"NONE"
"49374","PKE","SARITA RIVER","23",0,1988,"NONE"
"49375","PKE","SARITA RIVER","23",NA,1989,"NONE"
"49376","PKE","SARITA RIVER","23",NA,1990,"NONE"
"49377","PKE","SARITA RIVER","23",NA,1991,"NONE"
"49378","PKE","SARITA RIVER","23",NA,1992,"NONE"
"49379","PKE","SARITA RIVER","23",NA,1993,"NONE"
"49380","PKE","SARITA RIVER","23",NA,1994,"NONE"
"49381","PKE","SARITA RIVER","23",NA,1995,"NONE"
"49382","PKE","SARITA RIVER","23",0,1996,"NONE"
"49383","PKE","SARITA RIVER","23",NA,1997,"NONE"
"49384","PKE","SARITA RIVER","23",5,1998,"NONE"
"49385","PKE","SARITA RIVER","23",NA,1999,"NONE"
"49386","PKE","SARITA RIVER","23",1,2000,"NONE"
"49387","PKE","SARITA RIVER","23",NA,2001,"NONE"
"49388","PKE","SARITA RIVER","23",19,2002,"NONE"
"49389","PKE","SARITA RIVER","23",NA,2003,"NONE"
"49390","PKE","SARITA RIVER","23",3,2004,"NONE"
"49391","PKE","SARITA RIVER","23",NA,2005,"NONE"
"49392","PKE","SARITA RIVER","23",0,2006,"NONE"
"49393","PKE","SARITA RIVER","23",NA,2007,"NONE"
"49394","PKE","SARITA RIVER","23",3,2008,"NONE"
"49395","PKE","SARITA RIVER","23",NA,2009,"NONE"
"49396","PKE","SARITA RIVER","23",NA,2010,"NONE"
"49397","PKE","SARITA RIVER","23",NA,2011,"NONE"
"49398","PKE","SARITA RIVER","23",10,2012,"NONE"
"49399","PKE","SARITA RIVER","23",NA,2013,"NONE"
"49400","PKE","SARITA RIVER","23",NA,2014,"NONE"
"49401","PKE","SARITA RIVER","23",NA,2015,"NONE"
"49402","PKE","SARITA RIVER","23",0,2016,"NONE"
"49403","PKE","SARITA RIVER","23",NA,2017,"NONE"
"49404","PKE","SARITA RIVER","23",NA,2018,"NONE"
"49405","PKE","CARNATION CREEK","23",NA,1950,"NONE"
"49406","PKE","CARNATION CREEK","23",NA,1951,"NONE"
"49407","PKE","CARNATION CREEK","23",NA,1952,"NONE"
"49408","PKE","CARNATION CREEK","23",NA,1953,"NONE"
"49409","PKE","CARNATION CREEK","23",75,1954,"NONE"
"49410","PKE","CARNATION CREEK","23",NA,1955,"NONE"
"49411","PKE","CARNATION CREEK","23",25,1956,"NONE"
"49412","PKE","CARNATION CREEK","23",NA,1957,"NONE"
"49413","PKE","CARNATION CREEK","23",200,1958,"NONE"
"49414","PKE","CARNATION CREEK","23",NA,1959,"NONE"
"49415","PKE","CARNATION CREEK","23",75,1960,"NONE"
"49416","PKE","CARNATION CREEK","23",NA,1961,"NONE"
"49417","PKE","CARNATION CREEK","23",25,1962,"NONE"
"49418","PKE","CARNATION CREEK","23",NA,1963,"NONE"
"49419","PKE","CARNATION CREEK","23",NA,1964,"NONE"
"49420","PKE","CARNATION CREEK","23",NA,1965,"NONE"
"49421","PKE","CARNATION CREEK","23",NA,1966,"NONE"
"49422","PKE","CARNATION CREEK","23",NA,1967,"NONE"
"49423","PKE","CARNATION CREEK","23",25,1968,"NONE"
"49424","PKE","CARNATION CREEK","23",NA,1969,"NONE"
